system:index,EvltnID,PctSlop,PrtclRL,elevation,.geo
0000000000000000094f_0,XE-SS-5143_2020-09-02,0.52,150.0,1668.9429,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.41833664181154,37.822698163603256]}"
00000000000000000e30_0,RA-TR-10788_2023-08-16,0.52,150.0,2209.2244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.43689550475973,41.45002341565515]}"
00000000000000000ef8_0,RA-TR-51839_2023-08-16,0.52,150.0,2212.4226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.43731771294327,41.452332085935346]}"
00000000000000000783_0,KN-LS-12897_2018-06-21,0.52,220.0,2186.1604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.51434400509638,42.12859281497336]}"
000000000000000009f4_0,MT-SS-29618_2019-05-01,0.52,247.0,1338.6517,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.40509530911275,37.28648478735948]}"
0000000000000000007c_0,RA-TR-50922_2023-08-18,0.52,248.0,2184.4744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.30654097388114,41.27339666449158]}"
00000000000000000e89_0,RA-TR-50922_2023-08-18,0.52,248.0,2183.0886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.30715182827434,41.27230071984495]}"
000000000000000001e6_0,LA-SS-33925_2022-09-15,0.53,150.0,2108.885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.27125972380279,42.347116990988276]}"
000000000000000002e3_0,VE-LS-15517_2022-07-21,0.53,150.0,1716.4813,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.4643751347118,40.590057211014695]}"
00000000000000000717_0,RA-LS-10329_2016-07-13,0.53,150.0,2204.9487,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.38446084162567,41.29877407126795]}"
000000000000000009d0_0,KA-LS-1091_2019-08-27,0.53,150.0,1450.443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.80917124675527,37.17219213376095]}"
0000000000000000030b_0,SB-RV-11763_2022-07-10,0.53,193.0,442.04562,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.76785822307119,47.34834360487825]}"
0000000000000000027b_0,EL-LS-8133_2022-08-08,0.53,196.0,1297.9274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.6810362162719,40.41981748152121]}"
0000000000000000074d_0,PN-LS-10457_2017-09-26,0.53,228.0,2231.9744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.45057260307674,42.30070104025782]}"
00000000000000000120_0,GS-LS-9032_2023-05-27,0.53,246.0,1412.3248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.48120074539422,37.30023799435935]}"
00000000000000000f2d_0,GS-LS-9032_2023-05-27,0.53,246.0,1410.973,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.47882020989131,37.30021104490082]}"
00000000000000000d6b_0,NW-TR-1462_2018-09-05,0.53,273.0,2521.0454,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.8491951053012,40.00848789607572]}"
000000000000000001dd_0,XE-LS-5026_2022-09-18,0.53,379.0,1462.1166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.99346944503436,38.47254842328816]}"
000000000000000003f4_0,BW-TR-18940_2022-05-06,0.54,150.0,409.841,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-116.36605061422651,35.02738354455002]}"
00000000000000000457_0,RA-LS-13573_2021-08-03,0.54,150.0,2070.508,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.64802654598634,41.470325341076254]}"
0000000000000000055e_0,ENO-LS-1073_2021-06-24,0.54,150.0,1869.6003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.34685802547587,41.42122342764628]}"
00000000000000000716_0,RA-LS-10329_2020-08-09,0.54,150.0,2204.1484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.38436202694442,41.298818987032156]}"
0000000000000000055b_0,ENO-LS-1079_2021-06-10,0.54,156.0,1679.3948,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-116.53003806934254,41.31873463688109]}"
000000000000000002e2_0,PR-RV-10124_2022-07-22,0.54,347.0,1430.9854,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.9672655881966,38.57453415749425]}"
000000000000000001cf_0,KN-TR-12577_2022-09-18,0.55,150.0,1963.862,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.96269316340043,42.382905871907596]}"
000000000000000001e2_0,LA-TR-99714_2022-09-17,0.55,150.0,2039.1295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.98441867043057,42.651142815745686]}"
0000000000000000049e_0,WD-TR-1214_2021-06-30,0.55,150.0,1997.07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.26404200861117,41.715403716889746]}"
00000000000000000719_0,RA-LS-10073_2016-06-14,0.55,150.0,2240.6914,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.26855122051573,41.29863932397534]}"
000000000000000008e0_0,SB-RV-11763_2016-09-07,0.55,150.0,441.82874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.7680558524337,47.34814597551574]}"
0000000000000000019e_0,TR-RV-13026_2023-08-15,0.55,351.0,1818.7059,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.81107534433588,37.86081368110845]}"
00000000000000000121_0,CAS-TR-51230_2023-07-22,0.56,150.0,1681.5059,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.52829451063704,42.597621191117845]}"
00000000000000000373_0,PR-LS-10719_2022-06-27,0.56,150.0,612.8297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2391100122493,44.6414950750051]}"
000000000000000003ba_0,CAS-TR-30871_2022-06-04,0.56,150.0,1611.0248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.53890361414248,43.25862852663151]}"
000000000000000003bb_0,CAS-SS-1044_2022-05-31,0.56,150.0,1490.656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.23141029238838,43.44726575314377]}"
000000000000000009e7_0,CC-LS-1003_2019-06-20,0.56,150.0,2117.377,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.50424710671373,37.993854174686554]}"
00000000000000000b66_0,WE-SS-63000_2020-07-11,0.56,150.0,1685.5715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.28578156930858,41.25564595447737]}"
00000000000000000f2e_0,CAS-TR-51230_2023-07-22,0.56,150.0,1680.862,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.52914791015695,42.59828594442809]}"
00000000000000000a55_0,RA-LS-16633_2017-08-10,0.56,394.0,2312.2446,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.5070673204733,41.11031650781252]}"
000000000000000000d1_0,WR-LS-12077_2023-07-21,0.57,150.0,2050.334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.26608542776626,39.75709436381487]}"
0000000000000000066c_0,WR-TR-15530_2021-08-07,0.57,150.0,1766.1622,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.36804421251382,40.120148485891775]}"
00000000000000000ede_0,WR-LS-12077_2023-07-21,0.57,150.0,2049.174,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.26571711849977,39.75817234215582]}"
000000000000000004d3_0,GS-TR-15679_2021-09-25,0.57,153.0,1528.1008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.3263940724819,37.75481247758235]}"
00000000000000000dec_0,EL-LS-8133_2013-08-17,0.57,240.0,1297.5033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.68090146897929,40.419898329896775]}"
00000000000000000008_0,PC-TR-59581_2023-06-09,0.57,272.0,932.6852,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.54317617848908,44.276509575067344]}"
00000000000000000e15_0,PC-TR-59581_2023-06-09,0.57,272.0,928.9556,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.54146937944924,44.278261289871374]}"
00000000000000000646_0,UC-TR-26776_2021-09-01,0.57,305.0,2114.3684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.74837734637534,38.165459343411904]}"
0000000000000000014f_0,KS-SS-17169_2023-08-16,0.58,150.0,2133.0269,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.80713190564946,41.63268684552802]}"
0000000000000000017a_0,MP-TR-7814_2023-09-10,0.58,150.0,519.4301,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-124.02329009606132,40.03338919575151]}"
00000000000000000441_0,RA-TR-10788_2021-06-23,0.58,150.0,2209.3794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.43668889224438,41.45071511842393]}"
00000000000000000f5c_0,KS-SS-17169_2023-08-16,0.58,150.0,2131.6284,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.80550595498521,41.632857525432]}"
00000000000000000f87_0,MP-TR-7814_2023-09-10,0.58,150.0,518.0934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-124.0241165461227,40.0335598756555]}"
00000000000000000142_0,UK-TR-48445_2023-07-27,0.58,215.0,260.96237,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.40740954613996,38.793983598251806]}"
00000000000000000f4f_0,UK-TR-48445_2023-07-27,0.58,215.0,259.79532,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.40763412496099,38.792133068766525]}"
000000000000000002ed_0,SB-RV-20723_2022-07-22,0.58,269.0,434.49118,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.94782213280985,47.00568123975086]}"
0000000000000000081c_0,XE-LS-5062_2019-08-26,0.58,357.0,1163.9452,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.7870365927437,37.64359206225551]}"
000000000000000006ac_0,RA-TR-1457_2018-08-28,0.58,459.0,2240.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.79310887324263,41.14511724191931]}"
000000000000000000e0_0,SV-TR-43598_2023-07-12,0.59,150.0,2444.1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.17279522009957,37.22525561759389]}"
0000000000000000012c_0,RA-TR-53127_2023-08-15,0.59,150.0,2179.5303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.46484209324869,41.44425623153111]}"
000000000000000003b7_0,CC-TR-70257_2022-06-01,0.59,150.0,1723.7772,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-113.47140029105533,37.622535551995746]}"
00000000000000000545_0,TU-RV-16236_2021-07-20,0.59,150.0,1736.0123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.73396903086149,41.3072901001614]}"
00000000000000000a28_0,MB-LS-17869_2019-05-08,0.59,150.0,1398.8784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.44853783625278,38.991406348242755]}"
00000000000000000eed_0,SV-TR-43598_2023-07-12,0.59,150.0,2443.6382,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.17229216354048,37.22578562361152]}"
00000000000000000f39_0,RA-TR-53127_2023-08-15,0.59,150.0,2178.1975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.46535413296063,41.445010816369766]}"
00000000000000000a45_0,XE-LS-5008_2017-06-23,0.59,154.0,2016.7032,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.17326708374003,41.0676824644282]}"
0000000000000000088f_0,MP-LS-2018_2013-08-27,0.59,520.0,348.34903,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.92410236584897,39.10669613180666]}"
000000000000000000b2_0,KS-LS-10257_2023-09-01,0.6,150.0,2141.101,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.80665579854887,41.56491794049404]}"
00000000000000000132_0,UK-TR-46929_2023-06-05,0.6,150.0,634.8332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.41228739813272,38.86108774997554]}"
0000000000000000017c_0,CAS-TR-42781_2023-07-21,0.6,150.0,1655.8688,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.54824609309733,42.612515258528546]}"
00000000000000000819_0,XE-RO-5083_2013-06-05,0.6,150.0,1711.13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.76344666797186,39.94352173472819]}"
000000000000000008ff_0,WD-TR-1214_2018-07-25,0.6,150.0,1997.15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.26395217708276,41.71543066634827]}"
00000000000000000ebf_0,KS-LS-10257_2023-09-01,0.6,150.0,2141.9832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.80659291647899,41.56549286227588]}"
00000000000000000f3f_0,UK-TR-46929_2023-06-05,0.6,150.0,632.5392,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.41106568934633,38.86060265972211]}"
00000000000000000f89_0,CAS-TR-42781_2023-07-21,0.6,150.0,1654.3313,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.54906356000588,42.6133776412013]}"
0000000000000000071f_0,XE-LS-5008_2017-06-26,0.6,201.0,2017.7153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.17287182501502,41.06771839703957]}"
00000000000000000a37_0,CY-TR-1109_2018-09-25,0.6,669.0,1337.6316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.07960873221774,38.754772136099994]}"
000000000000000001e9_0,KN-TR-13601_2022-09-14,0.61,150.0,2129.3098,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.92752412002716,42.41609862165581]}"
00000000000000000900_0,WD-TR-1214_2017-10-18,0.61,150.0,1997.26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.26403302545833,41.71536778427838]}"
000000000000000009c5_0,RI-LS-1179_2019-07-11,0.61,150.0,1643.01,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.86432323091836,38.887543135092855]}"
00000000000000000b04_0,AR-SS-1245_2019-09-22,0.61,150.0,1730.0905,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.70503903525271,42.608957930003434]}"
00000000000000000d68_0,NW-TR-1498_2019-06-14,0.61,150.0,1826.8018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.69767202286863,39.83604729413614]}"
00000000000000000cea_0,TR-SS-14274_2017-08-29,0.61,153.0,3161.9253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.57855084191253,37.79442818161202]}"
000000000000000008bb_0,MN-LS-1013_2013-07-02,0.61,200.0,1153.46,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.49899703281608,44.142202456938634]}"
0000000000000000070c_0,RA-LS-16633_2017-07-20,0.61,281.0,2311.445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.50801953467446,41.110235659436945]}"
00000000000000000ca7_0,TR-RV-13026_2018-06-15,0.61,286.0,1819.1973,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.81118314216998,37.86119995668062]}"
00000000000000000cfb_0,SV-LS-24962_2017-09-12,0.61,371.0,2614.1604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.3276917245403,37.37307339759575]}"
000000000000000003fa_0,GS-RV-9037_2022-05-07,0.61,639.0,1513.3239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.99934900127437,37.31347017849443]}"
00000000000000000106_0,KN-SS-12577_2023-07-10,0.62,150.0,1965.3092,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.96220807314701,42.38225908490303]}"
00000000000000000a47_0,W3012_2017-08-07,0.62,150.0,2059.97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.30253481853569,41.50582676110466]}"
00000000000000000f13_0,KN-SS-12577_2023-07-10,0.62,150.0,1964.1016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.96255841610781,42.38269027623941]}"
00000000000000000a09_0,MB-TR-74298_2020-07-18,0.62,561.0,1303.18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.13635530871557,38.74592373055142]}"
00000000000000000868_0,MS-LS-3020_2013-08-01,0.62,920.0,2448.5696,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.26190368741324,38.232599427747]}"
00000000000000000077_0,UC-TR-99185_2023-07-08,0.63,150.0,1726.6945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.06525806284849,38.53322962073044]}"
000000000000000003a1_0,LA-SS-20869_2022-06-12,0.63,150.0,2217.2185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.53769105391979,42.433795432752966]}"
0000000000000000055d_0,ENO-LS-1074_2021-06-11,0.63,150.0,1711.3068,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-116.51013140264644,41.34360000394552]}"
00000000000000000710_0,RA-LS-13465_2020-07-11,0.63,150.0,2083.3816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.61040510188741,41.47455640606446]}"
00000000000000000718_0,RA-LS-10073_2020-08-09,0.63,150.0,2240.3596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.26849732159869,41.298576441905446]}"
00000000000000000cb2_0,TR-LS-12146_2016-06-25,0.63,150.0,2269.743,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.39849710064547,37.852728843551375]}"
00000000000000000e84_0,UC-TR-99185_2023-07-08,0.63,150.0,1725.4075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.06455737692687,38.53363386260829]}"
00000000000000000006_0,GJ-LS-10637_2023-07-22,0.64,150.0,1519.6929,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.82441532630506,39.38220044629327]}"
00000000000000000227_0,RA-TR-27454_2022-08-17,0.64,150.0,2165.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.42466045059003,41.13624188691221]}"
00000000000000000399_0,UK-TR-37635_2022-06-11,0.64,150.0,487.2725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.64189678475367,39.16911107774728]}"
000000000000000004cf_0,KA-LS-1075_2021-09-10,0.64,150.0,1433.9296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.830003178194,37.17504877636445]}"
00000000000000000846_0,OT-LS-7004_2019-09-19,0.64,150.0,970.2149,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.13036354577048,48.07586220402813]}"
00000000000000000e13_0,GJ-LS-10637_2023-07-22,0.64,150.0,1517.4443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.82455007359768,39.38096077120119]}"
000000000000000009d4_0,KA-LS-1063_2019-07-15,0.64,349.0,1514.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.72562792533215,37.18640348155572]}"
00000000000000000864_0,MS-LS-3027_2015-08-09,0.64,460.0,2958.6482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.58021272518816,37.85171374728032]}"
0000000000000000004f_0,RS-TR-25552_2023-08-31,0.65,150.0,2152.2805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.35239115139346,42.47210857962067]}"
0000000000000000036a_0,UK-TR-1467_2022-06-24,0.65,150.0,539.4226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.03269088280419,39.09925808125415]}"
0000000000000000044d_0,RA-SS-11858_2021-08-07,0.65,150.0,1941.1276,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.81606981190473,42.1833361483876]}"
00000000000000000494_0,CAS-SS-1008_2021-06-09,0.65,150.0,1453.0671,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.27655961856823,43.44651116830511]}"
000000000000000006a7_0,RA-TR-81250_2020-07-13,0.65,150.0,2253.8643,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.4882432064,41.543672784024615]}"
0000000000000000075c_0,KN-TR-12577_2018-09-24,0.65,150.0,1963.4807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.96262129817771,42.382941804518964]}"
00000000000000000863_0,MS-LS-3051_2019-06-17,0.65,150.0,2240.56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.26848833844583,41.29848661037703]}"
00000000000000000e5c_0,RS-TR-25552_2023-08-31,0.65,150.0,2151.4578,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.35398116944636,42.47224332691328]}"
0000000000000000095b_0,VE-SS-10556_2016-07-05,0.65,160.0,2076.2373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.49062848159562,39.84401535070628]}"
00000000000000000573_0,TA-SS-15638_2021-08-19,0.65,213.0,1628.5325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.49485905035125,35.762331211099564]}"
0000000000000000012d_0,PC-TR-70854_2023-08-06,0.65,240.0,980.70825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.53060874766423,44.23697471941324]}"
00000000000000000f3a_0,PC-TR-70854_2023-08-06,0.65,240.0,979.24915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.53013264056365,44.23898694564967]}"
000000000000000008fd_0,WD-TR-1214_2020-09-22,0.66,150.0,1996.47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.26403302545833,41.715502531571]}"
00000000000000000c48_0,CT-TR-1132_2019-08-25,0.66,150.0,1216.6436,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.46885822421214,45.82439664113369]}"
00000000000000000cc6_0,SW-TR-1293_2019-06-27,0.66,150.0,1692.0294,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.82607720958067,38.01613239373272]}"
00000000000000000963_0,VE-LS-15517_2016-09-29,0.66,151.0,1714.7483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.46424937057202,40.59008416047322]}"
0000000000000000005c_0,GS-RO-9041_2023-06-07,0.66,823.0,1599.3522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.03192191347654,37.40523308476723]}"
00000000000000000e69_0,GS-RO-9041_2023-06-07,0.66,823.0,1594.6194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.02786152839232,37.400489980067086]}"
000000000000000009c6_0,RI-LS-1170_2020-07-10,0.67,150.0,2190.3987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.686043579632,38.4206347830189]}"
00000000000000000303_0,TA-TR-20408_2022-07-21,0.67,171.0,2089.801,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.95879414424563,36.966513866308944]}"
0000000000000000019b_0,PC-TR-69016_2023-06-11,0.67,276.0,821.8082,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.54251142517882,44.38001346210359]}"
000000000000000008e4_0,SB-LS-21007_2017-06-10,0.68,156.0,595.02625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.83163860824368,47.71279909879838]}"
00000000000000000b4c_0,NO-LS-9206_2015-06-27,0.68,240.0,1766.3955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.96561301889554,41.86217046800919]}"
0000000000000000014c_0,UK-TR-53821_2023-05-05,0.68,268.0,218.3913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.34299135711575,38.939528640584854]}"
00000000000000000f59_0,UK-TR-53821_2023-05-05,0.68,268.0,215.49075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.34140133906286,38.93778590893366]}"
0000000000000000020c_0,SV-TR-42010_2022-09-04,0.68,372.0,2543.382,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.26851071362252,37.35290621946727]}"
00000000000000000049_0,SL-LS-14097_2023-08-16,0.69,150.0,1980.38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.25167220714884,41.7259050225611]}"
000000000000000000f3_0,UC-LS-11186_2023-06-24,0.69,150.0,1832.5044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.41592441715738,38.165701888538614]}"
000000000000000003f5_0,BW-TR-22088_2022-05-05,0.69,150.0,412.35016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-116.37003015093516,35.025991155859636]}"
0000000000000000044c_0,RA-SS-12037_2021-06-13,0.69,150.0,1999.5342,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.5987988684166,41.27726840336613]}"
0000000000000000075b_0,KN-TR-13601_2018-09-27,0.69,150.0,2129.0632,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.92749717056863,42.41622438579559]}"
00000000000000000c91_0,CO-LS-9429_2014-08-01,0.69,150.0,1705.0056,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.77179201696133,39.46924719732446]}"
00000000000000000e56_0,SL-LS-14097_2023-08-16,0.69,150.0,1977.97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.25067507718347,41.72538399969631]}"
00000000000000000f00_0,UC-LS-11186_2023-06-24,0.69,150.0,1831.5786,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.4164274737165,38.166079180957944]}"
00000000000000000071_0,GJ-TR-55899_2023-07-07,0.7,150.0,1514.4591,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.36704708254844,38.947775174893074]}"
00000000000000000091_0,CAS-TR-47311_2023-06-20,0.7,150.0,1739.0751,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.53736749500665,42.523761708457535]}"
00000000000000000181_0,KS-SS-13153_2023-08-17,0.7,150.0,2273.9192,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.7190431088887,42.07952683415475]}"
0000000000000000049d_0,WD-TR-1359_2021-06-18,0.7,150.0,1982.42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.25888567888032,41.70237814527001]}"
0000000000000000091c_0,W404O2_2016-06-21,0.7,150.0,1697.1249,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-113.68229777030808,41.95215471001944]}"
0000000000000000093e_0,SL-SS-10577_2020-08-03,0.7,150.0,2008.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.31188628064338,41.597607633683154]}"
00000000000000000e05_0,AR-LS-8029_2019-08-10,0.7,150.0,1378.2004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.46247610764563,41.36102732045744]}"
00000000000000000e7e_0,GJ-TR-55899_2023-07-07,0.7,150.0,1513.3163,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.36818794295928,38.94745178139079]}"
00000000000000000e9e_0,CAS-TR-47311_2023-06-20,0.7,150.0,1738.6073,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.5376190232862,42.52449832699052]}"
00000000000000000f8e_0,KS-SS-13153_2023-08-17,0.7,150.0,2272.2812,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.71841428818982,42.07914954173542]}"
000000000000000004df_0,PWS-SR-76158_2021-09-06,0.7,244.0,780.201,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.54205328438393,44.411292800296636]}"
00000000000000000c8c_0,CO-RO-9401_2014-09-24,0.7,300.0,1496.483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.98841192998478,38.64222221415266]}"
000000000000000001cc_0,MS-LS-3020_2022-09-13,0.7,554.0,2447.3438,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.26234386190247,38.23437809200956]}"
00000000000000000046_0,RS-TR-21377_2023-07-18,0.71,150.0,2140.0522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.20592084431777,41.197758517568715]}"
000000000000000004ac_0,SL-LS-14033_2021-07-23,0.71,150.0,1697.0208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-113.68221692193251,41.952208608936495]}"
00000000000000000c8f_0,CO-LS-9445_2014-08-07,0.71,150.0,1900.2041,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.65658308177301,39.80901698723698]}"
00000000000000000e53_0,RS-TR-21377_2023-07-18,0.71,150.0,2138.687,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.20547168667572,41.198683782311356]}"
