system:index,EvltnID,PctSlop,PrtclRL,elevation,.geo
00000000000000000842_0,OT-LS-7011_2013-09-17,0.01,160.0,665.4454,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.7622404456209,47.96051565776409]}"
00000000000000000967_0,PR-TR-99979_2020-07-03,0.01,172.0,1246.8763,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.2533631342946,38.73095493415185]}"
00000000000000000979_0,PR-RV-10172_2016-07-27,0.01,199.0,1548.183,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.62050459091427,39.052282311279185]}"
000000000000000000a3_0,PN-LS-10457_2023-08-06,0.01,314.0,2229.0642,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.45090266527248,42.301219199338355]}"
00000000000000000eb0_0,PN-LS-10457_2023-08-06,0.01,314.0,2226.7197,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.44937552928948,42.30014122099741]}"
00000000000000000536_0,XN-RO-4083_2021-09-03,0.01,378.0,1558.8049,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.70379671487952,41.970639174783436]}"
000000000000000007ca_0,XS-RM-6076_2014-08-14,0.01,530.0,1388.6938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.77996470240917,39.27847809981898]}"
000000000000000007ee_0,XN-RO-4083_2013-07-18,0.01,560.0,1558.8049,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.70316789418065,41.97001035408456]}"
0000000000000000032b_0,FI-RV-21516_2022-07-10,0.01,564.0,1487.0173,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.11610970744485,39.541325151950694]}"
00000000000000000430_0,NY-RV-1006_2022-03-31,0.02,150.0,1053.7145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.55000513823828,37.373151382215866]}"
00000000000000000499_0,CAS-LS-1012_2021-08-06,0.02,150.0,1475.7678,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.2811027794465,43.37515512150064]}"
000000000000000006be_0,RA-TR-1254_2017-06-08,0.02,150.0,1985.131,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.76709592243702,41.324840317032354]}"
0000000000000000052f_0,HU-RV-74468_2021-08-17,0.02,156.0,1293.7211,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.80505057024536,41.77570475813019]}"
00000000000000000118_0,KN-LS-10769_2023-06-24,0.03,150.0,1993.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.49977101672859,41.42257701994416]}"
000000000000000006ad_0,RA-TR-1449_2018-06-06,0.03,150.0,1933.9744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.66154387655295,41.14706372230587]}"
000000000000000007a8_0,CO-LS-18470_2020-09-01,0.03,150.0,1508.3705,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.71670500927975,44.42142293291337]}"
00000000000000000a92_0,PSF-LS-1004_2018-07-26,0.03,150.0,1320.965,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65720617160672,43.5204127029425]}"
00000000000000000af9_0,BT-RV-1029_2019-08-13,0.03,150.0,1285.944,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.60931224411758,43.11437419452125]}"
00000000000000000f25_0,KN-LS-10769_2023-06-24,0.03,150.0,1993.321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.49824388074558,41.4220380307737]}"
000000000000000002a1_0,ENO-LS-1109_2022-08-03,0.03,184.0,1797.1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.28338973619344,41.54905981194769]}"
0000000000000000031b_0,OT-RO-7100_2022-07-12,0.03,186.0,252.07182,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.42849967455172,38.94520312941287]}"
00000000000000000562_0,ENO-LS-1061_2021-07-09,0.03,200.0,1850.621,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.35525495892303,41.577716069511]}"
000000000000000003cb_0,OT-SS-7149_2022-05-26,0.03,205.0,762.04333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.85548557211251,48.93923015981623]}"
00000000000000000840_0,OT-LS-7016_2013-09-20,0.03,400.0,770.43274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.33205097890162,48.80942360126037]}"
0000000000000000064c_0,UC-RV-10317_2021-06-23,0.03,430.0,1480.938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.80905182048724,38.37243730426236]}"
00000000000000000c9e_0,UC-RV-10317_2016-07-20,0.03,442.0,1484.1912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.80923148354407,38.37216780967714]}"
00000000000000000253_0,SL-SS-12513_2022-08-16,0.04,150.0,1294.9507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.74618804772628,40.65766155551981]}"
00000000000000000406_0,NY-SS-1029_2022-05-02,0.04,150.0,1826.2947,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.8778902169419,39.54464891850191]}"
0000000000000000040f_0,NY-LS-1028_2022-04-29,0.04,150.0,1648.4539,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.05952499310902,38.92750631831583]}"
0000000000000000049b_0,CAS-LS-1007_2021-06-25,0.04,150.0,1751.8995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.95421042183725,42.99157449518238]}"
00000000000000000d29_0,FR-TR-1325_2019-09-16,0.04,431.0,2299.605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.81451782087481,37.28763176716843]}"
00000000000000000726_0,RS-RV-12777_2019-08-15,0.04,601.0,1853.4482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.63711884938861,41.46479783829761]}"
00000000000000000d38_0,FR-TR-1097_2017-09-23,0.04,662.0,2275.3542,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.73052534180964,37.1827983735126]}"
000000000000000004f2_0,PC-TR-25465_2021-09-16,0.04,981.0,601.4514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4295639300471,44.81551384805645]}"
00000000000000000d37_0,FR-TR-1097_2019-09-16,0.04,1139.0,2275.1052,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.73205247779264,37.18477466713764]}"
00000000000000000207_0,CAS-LS-1023_2022-09-02,0.05,150.0,1797.9769,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.05859465785194,42.94522142652192]}"
000000000000000002a8_0,XS-RO-6088_2022-07-30,0.05,150.0,1641.1157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.25536229932894,41.116610834174345]}"
00000000000000000410_0,NY-RV-1035_2022-04-27,0.05,150.0,1573.4849,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.34006885633954,37.525056496759184]}"
0000000000000000045c_0,RS-TR-25632_2021-07-06,0.05,150.0,2104.1812,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.24895681512056,42.34254170240772]}"
000000000000000006ae_0,RA-TR-1449_2017-06-06,0.05,150.0,1935.4072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.66172353960978,41.14823153217522]}"
000000000000000008e2_0,SB-LS-23795_2017-07-25,0.05,150.0,560.57196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20938227962758,47.29935560865009]}"
00000000000000000983_0,GWS-SR-37756_2020-07-04,0.05,150.0,1252.702,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.29666193098917,38.736793983498586]}"
00000000000000000cb4_0,TR-LS-10674_2016-06-22,0.05,150.0,1761.4565,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.76808864353139,37.44798104538238]}"
00000000000000000d36_0,FR-TR-1115_2019-09-19,0.05,150.0,2795.736,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.89770181618428,39.126123827633315]}"
00000000000000000971_0,PR-RV-11132_2016-06-07,0.05,172.0,1621.3955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.6816798617628,39.50808748643847]}"
0000000000000000019a_0,RS-LS-12649_2023-06-09,0.05,228.0,2076.6235,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.25165176097292,42.2346540367853]}"
000000000000000004b1_0,PR-TR-11769_2021-09-24,0.05,239.0,1263.4646,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.36259827284354,38.807491396358294]}"
00000000000000000d84_0,NW-TR-001_2016-08-03,0.05,310.0,2237.633,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.39707528262632,40.0831889313284]}"
00000000000000000756_0,KS-LS-17249_2018-07-02,0.05,330.0,2269.546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.69784953687694,42.10862040242374]}"
0000000000000000058c_0,XE-RO-5082_2021-06-15,0.05,624.0,1248.0303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.51701867018369,38.290151624237645]}"
0000000000000000088d_0,MP-RM-2051_2015-08-14,0.05,630.0,335.53003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.29070268424961,39.5729458499515]}"
000000000000000004f4_0,PC-TR-24693_2021-09-03,0.05,974.0,574.42957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.60976597604147,44.782725340186104]}"
00000000000000000d2e_0,FR-TR-1267_2019-09-17,0.05,1133.0,2271.0508,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.73870001089513,37.14614710992085]}"
00000000000000000d90_0,LS-RV-10953_2017-09-18,0.05,1270.0,1787.09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.15956987006882,40.78135957014247]}"
000000000000000003d7_0,RA-TR-1449_2022-05-24,0.06,150.0,1939.3857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.66145404502456,41.14823153217522]}"
00000000000000000dba_0,TP-LS-8228_2013-08-08,0.06,150.0,1512.9712,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07886621740867,40.66448875167909]}"
0000000000000000060d_0,OW-TR-28215_2021-07-12,0.06,180.0,1504.4625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-116.7261739140178,42.81784031923407]}"
000000000000000003dd_0,PR-RV-10172_2022-05-19,0.06,201.0,1548.5039,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.62041475938584,39.05237214280759]}"
00000000000000000277_0,RG-LS-12873_2022-08-08,0.06,216.0,2987.763,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.34155939806773,39.276681469250754]}"
00000000000000000aab_0,PR-LS-16415_2017-08-24,0.06,247.0,1281.5288,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.50817566597127,43.6860620413339]}"
000000000000000008aa_0,MN-RO-1085_2015-09-28,0.06,250.0,1282.856,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.19088155905654,43.73223544693757]}"
00000000000000000165_0,RS-RV-10921_2023-09-03,0.06,260.0,1953.6533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.60334219470572,41.96749507128903]}"
00000000000000000f72_0,RS-RV-10921_2023-09-03,0.06,260.0,1953.2754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.60073708038178,41.96695608211856]}"
0000000000000000029b_0,OT-RO-7102_2022-08-04,0.06,261.0,737.99066,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.90003286164114,46.60953930197312]}"
00000000000000000263_0,LA-RV-28229_2022-08-04,0.06,284.0,1834.3961,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.3514454404749,42.47288725013309]}"
00000000000000000151_0,RS-RV-11753_2023-08-31,0.06,536.0,1852.9797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.64592233917298,41.45806047366674]}"
00000000000000000f5e_0,RS-RV-11753_2023-08-31,0.06,536.0,1851.8866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.6482579589117,41.45329940266093]}"
00000000000000000a25_0,MB-RV-10514_2017-08-15,0.06,575.0,1256.8807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.25605350586511,38.81521690780167]}"
0000000000000000077e_0,KN-RV-10217_2017-08-29,0.06,610.0,1931.0137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.16847233994531,41.52327816329356]}"
00000000000000000454_0,RA-RV-10578_2021-08-18,0.06,611.0,1948.43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.58194856809811,41.9988462747047]}"
00000000000000000128_0,SV-TR-50000_2023-08-16,0.06,1012.0,2267.502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.74678484845221,37.10850769951657]}"
00000000000000000f35_0,SV-TR-50000_2023-08-16,0.06,1012.0,2266.8687,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.74112546216224,37.10132117724368]}"
000000000000000003b8_0,CAS-SS-1047_2022-06-05,0.07,150.0,2225.0635,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.37282534423694,42.800143508136955]}"
0000000000000000045d_0,RS-TR-24311_2021-07-07,0.07,150.0,2101.6099,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.25228058167181,42.338319620572385]}"
00000000000000000496_0,CAS-RV-1024_2021-06-26,0.07,150.0,1462.4515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.2872113233785,43.419082738894]}"
00000000000000000551_0,ENO-RV-1066_2021-07-26,0.07,150.0,1635.4729,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.24943341845372,41.09451227818511]}"
00000000000000000554_0,ENO-LS-1092_2021-09-15,0.07,150.0,1758.7988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.23541970002147,41.48617774205957]}"
000000000000000006b9_0,RA-TR-1337_2018-06-04,0.07,150.0,1976.3508,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.74257191518056,41.29977732060553]}"
0000000000000000072a_0,RS-LS-15545_2020-07-26,0.07,150.0,1987.3938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.50587498637876,42.01941769471096]}"
00000000000000000784_0,KN-LS-10769_2017-07-06,0.07,150.0,1993.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.49977101672859,41.42257701994416]}"
000000000000000007be_0,XS-SS-6125_2013-07-21,0.07,150.0,1728.855,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.17119930577064,39.51293838897269]}"
0000000000000000081e_0,XE-LS-5032_2014-07-09,0.07,150.0,2107.938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.7575875032709,41.65416270018927]}"
00000000000000000d6a_0,NW-TR-1482_2019-09-05,0.07,150.0,2764.897,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.57646884486499,40.203653010928164]}"
00000000000000000984_0,GWS-SR-37756_2018-06-05,0.07,156.0,1253.1831,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.29657209946075,38.73670415197017]}"
0000000000000000058d_0,OT-RO-7095_2021-07-24,0.07,162.0,692.60675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.55159008577674,48.088705248808395]}"
000000000000000000b4_0,PR-RV-14668_2023-08-06,0.07,169.0,1565.8352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.72282270177547,39.087855596530076]}"
00000000000000000ec1_0,PR-RV-14668_2023-08-06,0.07,169.0,1569.4375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.72399051164481,39.086687786660725]}"
00000000000000000975_0,PR-RV-10684_2016-09-13,0.07,185.0,1558.071,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.69129183530288,39.0840826723368]}"
000000000000000003e9_0,PR-TR-012_2022-05-16,0.07,203.0,1192.9625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04517939425422,43.9684025351323]}"
00000000000000000989_0,GWS-SR-19532_2018-07-03,0.07,223.0,1626.2092,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.90365356846873,39.1449884485997]}"
00000000000000000254_0,SH-RV-1036_2022-08-18,0.07,231.0,1122.0897,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.59806500593868,42.95474356853356]}"
00000000000000000757_0,KS-LS-17249_2017-08-22,0.07,249.0,2269.2063,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.69775970534853,42.10924922312261]}"
0000000000000000070a_0,RA-RV-10578_2016-07-21,0.07,595.0,1949.0742,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.58149941045606,41.99875644317629]}"
000000000000000000c5_0,KN-RV-10217_2023-08-19,0.07,686.0,1931.0082,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.16847233994531,41.52318833176515]}"
00000000000000000ed2_0,KN-RV-10217_2023-08-19,0.07,686.0,1931.5573,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.16964014981467,41.52723075054367]}"
00000000000000000cf7_0,SV-RV-10978_2016-07-22,0.07,732.0,2276.666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.74346108190096,37.221875088371455]}"
0000000000000000001d_0,SL-SS-13281_2023-07-10,0.08,150.0,1299.1605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.74205579741933,40.62433405847915]}"
00000000000000000159_0,NY-RV-1061_2023-06-23,0.08,150.0,1801.218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.80431819517251,39.798512817792556]}"
000000000000000001f8_0,CAS-RV-1043_2022-09-02,0.08,150.0,1604.035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.44333851975848,42.96166059622127]}"
000000000000000005b4_0,OT-LS-7075_2021-08-06,0.08,150.0,637.626,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66944447677136,48.10478509239419]}"
00000000000000000616_0,JA-RV-69416_2021-07-22,0.08,150.0,1204.1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.49512264866043,42.53325403722575]}"
000000000000000006ba_0,RA-TR-1337_2017-06-07,0.08,150.0,1977.1761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.74266174670895,41.29968748907712]}"
00000000000000000e2a_0,SL-SS-13281_2023-07-10,0.08,150.0,1299.1322,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.74196596589091,40.62478321612121]}"
00000000000000000f66_0,NY-RV-1061_2023-06-23,0.08,150.0,1801.218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.80377920600205,39.799590796133494]}"
00000000000000000981_0,GWS-SR-49852_2018-06-06,0.08,151.0,1443.6322,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.43176854972074,39.324471842365604]}"
0000000000000000053d_0,WE-RV-37400_2021-07-22,0.08,161.0,1674.3535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.2791676543581,41.235817272376494]}"
00000000000000000097_0,PR-TR-012_2023-06-12,0.08,189.0,1193.2456,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0450895627258,43.968492366660705]}"
00000000000000000ea4_0,PR-TR-012_2023-06-12,0.08,189.0,1192.3695,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04356242674281,43.96975000805847]}"
000000000000000002ac_0,RA-TR-78740_2022-07-24,0.08,206.0,2073.2275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.07790386217866,42.17338893440854]}"
00000000000000000ba5_0,TA-LS-22178_2017-07-06,0.08,263.0,1974.7136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.81514664157369,36.173990309455846]}"
000000000000000003cc_0,OT-LS-7012_2022-05-25,0.08,464.0,743.8452,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.91872696811453,48.8539800393529]}"
000000000000000002e1_0,FI-RV-17420_2022-07-23,0.08,590.0,1491.7251,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.10793503835936,39.52210120487066]}"
00000000000000000674_0,LS-RV-10953_2021-09-22,0.08,1540.0,1787.09,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.15858172325629,40.781000244028824]}"
00000000000000000d32_0,FR-TR-1199_2018-09-25,0.08,1548.0,2265.424,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.75388153919674,37.08362436614668]}"
0000000000000000045e_0,RS-TR-19448_2021-06-28,0.09,150.0,2076.9902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.30007095478697,42.283073230599186]}"
00000000000000000550_0,ENO-RV-1094_2021-07-26,0.09,150.0,1637.6301,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.24934358692532,41.10358526255467]}"
00000000000000000709_0,RA-RV-16901_2017-06-15,0.09,150.0,1982.7706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.76017889474929,41.31109609318539]}"
00000000000000000996_0,G4012_2016-06-21,0.09,150.0,1458.5913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.86466211085609,40.072768474032664]}"
0000000000000000098e_0,GR-TR-1106_2017-09-19,0.09,159.0,1228.9658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.14421782727408,38.74972972358982]}"
0000000000000000096a_0,PR-RV-13948_2017-09-12,0.09,168.0,1292.3679,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.37445603459392,38.8971432617128]}"
00000000000000000816_0,XE-RO-5086_2013-08-01,0.09,200.0,1208.512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.17106830570556,44.49768990053508]}"
000000000000000001f0_0,PC-TR-52394_2022-09-01,0.09,587.0,523.531,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.88815388259013,44.82027491906229]}"
00000000000000000137_0,PS-LS-11929_2023-08-03,0.1,150.0,2163.0054,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.07037631091946,42.745705601919454]}"
00000000000000000484_0,CO-LS-54998_2021-06-12,0.1,150.0,1611.2079,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.85351842705116,44.332669382842425]}"
0000000000000000079e_0,CO-RV-17702_2020-06-27,0.1,150.0,1223.6837,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.20331782440545,44.49733057442143]}"
00000000000000000a8f_0,PSF-SS-1006_2018-08-10,0.1,150.0,1301.8529,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53808956493246,43.59281691484243]}"
00000000000000000f44_0,PS-LS-11929_2023-08-03,0.1,150.0,2162.9165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.06974749022058,42.745705601919454]}"
000000000000000004ca_0,KA-RV-1118_2021-07-19,0.1,163.0,1875.2281,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.31517637440574,38.1326769549327]}"
00000000000000000a43_0,XE-RO-5086_2013-08-21,0.1,200.0,1208.687,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.17106830570556,44.49777973206349]}"
00000000000000000527_0,BO-RV-1033_2021-07-23,0.1,218.0,772.14044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.3829322182376,44.81659182639739]}"
000000000000000002ad_0,RA-TR-22698_2022-07-23,0.1,222.0,1997.0161,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.25738725594573,41.96677641906173]}"
00000000000000000b7c_0,TU-LS-75538_2020-08-22,0.1,476.0,1608.143,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-116.40008546588243,41.52229001648103]}"
00000000000000000817_0,XE-RO-5085_2014-07-08,0.1,730.0,1916.2672,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.07720350707876,41.5987366471593]}"
00000000000000000b4a_0,NO-RO-9205_2015-06-23,0.1,750.0,1575.8162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.55063853321899,40.92311372197588]}"
000000000000000001b6_0,PC-TR-73106_2022-09-29,0.1,1494.0,362.30322,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.48589287264325,45.032187494586076]}"
00000000000000000675_0,LS-RV-10697_2021-08-23,0.1,1679.0,1838.5376,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.85674778779213,40.4277826743148]}"
00000000000000000ad5_0,LL-LS-1045_2019-08-27,0.11,150.0,1659.7456,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07024239068114,42.195667153454636]}"
00000000000000000b6e_0,WE-RV-20056_2020-08-18,0.11,150.0,1634.9214,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.24943341845372,41.09226648997482]}"
0000000000000000014d_0,PR-RV-13180_2023-08-16,0.11,155.0,1238.0594,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.20871686467387,38.730326113452975]}"
00000000000000000f5a_0,PR-RV-13180_2023-08-16,0.11,155.0,1237.9297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.20718972869088,38.72969729275409]}"
